id,text,hour,dayofweek,authorMeta.id,authorMeta.verified,authorMeta.following,authorMeta.fans,authorMeta.heart,authorMeta.video,authorMeta.digg,musicMeta.musicId,musicMeta.musicOriginal,musicMeta.duration,videoMeta.duration,diggCount,shareCount,playCount,commentCount,numHashtags,popular,fyp,foryou,foryoupage,viral,fypシ,funny,xyzbca,comedy,duet,tiktok,fy,parati
6.95E+18,7,22,2,6.64E+18,1,1366,4800000,68000000,442,8201,6.93E+18,1,9,6,101600,2683,517800,1076,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,53,4,3,6.70E+18,0,38,12300,126800,59,796,6.94E+18,1,14,14,25000,1787,259900,143,4,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,146,20,6,6.81E+18,0,7333,544700,11300000,1504,9164,6.59E+18,0,166,15,18100,98,107400,331,11,0,0,1,0,0,0,1,0,0,0,0,0,0
6.94E+18,15,23,5,6.87E+18,0,151,17900,152500,87,6070,6.94E+18,1,59,59,35900,4400,232900,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,68,2,5,6.77E+18,0,78,45200,519000,107,858,6.83E+18,1,59,7,123500,19500,1400000,845,4,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,96,21,3,6.77E+18,0,795,22000,232400,72,2738,6.94E+18,1,22,23,107900,432,493100,405,7,0,1,0,1,0,0,0,0,0,0,0,0,0
6.94E+18,55,16,1,6.89E+18,0,152,499800,7000000,145,2123,6.94E+18,1,53,54,101500,12100,768000,408,2,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,107,18,5,6.74E+18,0,365,1700000,23100000,221,2125,6.82E+18,0,29,24,36700,651,257200,350,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,80,5,6,6.86E+18,0,498,95900,1900000,645,39000,6.93E+18,1,10,5,2137,32,116500,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,60,8,5,6.80E+18,0,265,1200000,10700000,284,1288,6.94E+18,1,15,15,397400,5442,3600000,8774,5,1,1,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,147,13,2,6.91E+18,0,20,80800,495800,44,886,6.95E+18,1,59,59,11100,4513,136700,309,5,0,0,0,0,0,0,0,0,1,0,0,0,0
6.93E+18,60,17,0,6.76E+18,1,1828,5800000,178300000,2315,3499,6.93E+18,1,47,47,12800,145,130900,160,4,0,1,1,1,0,0,0,0,0,0,0,0,0
6.94E+18,126,16,4,6.78E+18,0,881,14100,324000,205,15000,6.94E+18,1,49,49,304300,26800,1800000,3151,6,1,1,1,0,0,0,0,0,0,0,0,0,0
6.91E+18,76,11,2,6.63E+18,1,1,36500000,673600000,1274,9039,6.91E+18,1,43,43,243500,944,3900000,1342,3,1,0,0,0,0,0,0,0,0,0,1,0,0
6.95E+18,98,18,2,6.63E+18,0,67,4891,104900,21,309,6.95E+18,1,54,55,102500,21900,1300000,641,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,138,23,5,6.93E+18,0,12,46900,68900,18,81,6.44E+18,0,19,21,17000,237,377500,419,9,0,1,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,67,12,1,6.83E+18,0,192,147300,2300000,13,938,6.93E+18,1,59,59,376200,17200,2900000,19500,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6.92E+18,145,21,4,1.44E+17,1,818,12700000,388200000,1248,66000,6.74E+18,0,30,30,933700,1072,5100000,3199,4,1,0,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,111,1,2,6.76E+18,0,525,2500000,55600000,99,1653,6.93E+18,0,45,16,177700,1173,2600000,3287,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,111,14,1,6.81E+18,0,42,2400000,31900000,1369,622,6.95E+18,1,17,17,10800,73,78600,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,58,23,2,6.54E+18,0,407,1913,287400,27,1230,6.91E+18,1,9,10,279100,1259,927300,1659,4,1,1,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,119,22,6,6.78E+18,1,79,3900000,105900000,62,473,6.94E+18,1,59,59,836000,10500,3100000,10400,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,44,18,5,6.75E+18,1,163,153800,3400000,123,1485,6.92E+18,1,15,15,73000,229,1500000,627,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,31,2,2,1.59E+17,0,541,3500000,135800000,469,112600,6.95E+18,1,49,49,169000,294,804800,1620,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,49,3,4,6.78E+18,0,187,1400000,17700000,233,1656,6.87E+18,1,13,11,711100,10100,3900000,15500,4,1,1,0,0,0,1,0,0,0,0,0,0,1
6.94E+18,30,21,6,6.84E+18,0,0,2400000,63000000,128,4847,6.94E+18,1,18,18,386500,666,2400000,79700,4,1,1,0,1,0,0,0,0,0,0,0,0,0
6.93E+18,85,18,2,6.72E+18,0,192,1600000,28600000,175,6413,6.93E+18,1,44,44,49400,236,449100,323,3,0,1,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,78,21,2,6.81E+18,0,857,378200,4800000,67,15300,6.83E+18,0,60,59,11800,130,128100,116,3,0,0,0,1,0,0,0,0,0,0,0,0,0
6.94E+18,57,12,0,6.79E+18,0,0,368600,7900000,805,4271,6.94E+18,1,14,14,449000,256,11100000,1774,4,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,46,16,1,6.92E+18,0,12,33000,2200000,10,184,6.92E+18,1,11,9,67200,14100,1800000,735,4,1,1,1,1,0,0,1,0,0,0,0,0,0
6.95E+18,84,0,3,6.83E+18,0,14,93400,2800000,373,7916,6.95E+18,1,11,12,958800,11700,5500000,5141,8,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,146,20,2,6.72E+18,0,58,954700,5300000,62,237,6.94E+18,1,59,59,1100000,9887,13900000,4718,9,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,128,18,2,6.79E+18,0,17,446600,8700000,188,2146,6.95E+18,1,59,59,156500,2007,954900,2647,6,1,1,1,0,1,0,0,0,0,0,0,0,1
6.94E+18,117,13,4,6.81E+18,0,170,184700,5100000,103,1870,6.94E+18,1,59,59,664100,472,5000000,1565,10,1,1,1,0,1,0,0,0,0,0,0,0,0
6.94E+18,108,2,0,6.68E+18,0,38,8747,31700,35,232,6.59E+18,0,14,14,10600,1196,209200,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,34,15,5,6.88E+18,0,3,4300000,53900000,338,411,6.94E+18,1,10,10,19400,134,428700,150,6,0,1,1,0,0,0,0,0,0,0,1,0,0
6.94E+18,48,10,6,62326,0,9986,1100000,9900000,513,5275,6.94E+18,1,39,17,4600000,178900,28900000,38100,2,1,1,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,88,0,0,6.81E+18,0,351,367000,7700000,162,783,6.93E+18,1,59,59,9867,31,124900,48,5,0,1,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,26,21,6,6.62E+18,1,185,6900000,112500000,559,280,6.93E+18,1,29,30,31400,172,1100000,670,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,61,14,4,10496976,0,7962,1700000,22200000,424,33700,6.93E+18,1,12,12,70000,8733,547500,1874,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,49,0,6,6.78E+18,0,63,103,2030,8,5376,6.94E+18,1,7,7,1812,322,112300,75,6,0,1,0,1,0,0,0,0,0,0,0,0,0
6.92E+18,96,17,3,6.63E+18,0,117,89700,562400,132,246,6.90E+18,1,36,37,234200,61700,2700000,1550,3,1,1,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,102,1,2,6.59E+18,0,548,44000,839100,79,24600,6.88E+18,0,30,15,27100,1801,140900,902,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6.92E+18,63,21,4,6.76E+18,0,59,501600,2700000,60,6773,6.83E+18,0,60,15,563800,58900,6200000,15900,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,85,23,2,1.06E+17,1,76,5900000,164400000,232,2593,6.93E+18,1,34,35,396300,225,3300000,1408,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,126,0,4,6.92E+18,0,4,2400000,38600000,129,203,6.83E+18,0,60,25,84900,76,706600,1725,5,1,1,0,0,1,0,0,0,0,0,0,0,0
6.94E+18,66,16,0,6.66E+18,0,9966,939600,13600000,376,27300,6.93E+18,1,26,23,783200,40200,2700000,27900,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,57,17,4,6.74E+18,0,40,1100000,15300000,96,912,6.93E+18,1,37,37,70800,1185,508300,731,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,98,17,1,6.78E+18,0,149,433800,4700000,369,430,6.92E+18,0,60,22,127900,24900,2300000,2082,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,22,22,1,6.77E+18,0,18,3200000,71500000,748,524,6.88E+18,1,8,8,154300,15300,2800000,8199,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.92E+18,60,18,4,6.82E+18,0,441,1400000,15400000,432,6394,6.85E+18,1,32,23,145800,29100,2900000,1900,3,1,0,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,57,9,1,6.88E+18,0,3,4300000,53900000,338,411,6.89E+18,1,33,14,21800,394,203900,170,6,0,1,1,0,0,0,0,0,0,0,1,0,0
6.94E+18,104,17,3,6.81E+18,0,81,1300000,19600000,131,2555,6.84E+18,0,60,19,97700,118,1700000,897,8,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,32,2,3,6.51E+18,0,772,544900,12800000,949,19700,6.90E+18,1,27,10,323800,2478,1400000,1552,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,86,17,6,6.81E+18,0,859,1300000,19800000,664,2778,6.94E+18,1,44,44,18200,475,113100,261,7,0,1,1,1,0,0,1,0,0,0,0,0,0
6.94E+18,82,7,2,6.89E+18,0,28,1600000,13600000,767,747,6.94E+18,1,40,40,23000,30,468600,41,6,0,1,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,146,20,5,6.75E+18,1,733,3100000,110900000,468,6435,6.93E+18,1,42,42,61000,74,303900,179,9,0,1,0,0,0,0,0,0,0,0,0,0,0
6.92E+18,130,1,1,6.79E+18,0,95,4400000,37100000,483,141,6.92E+18,1,30,30,141300,25300,1600000,1069,9,1,0,0,0,0,0,1,0,1,0,0,0,0
6.93E+18,57,1,5,6.63E+18,1,16,1200000,31500000,334,1794,6.93E+18,1,13,13,285400,886,4800000,34100,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,61,23,2,6.78E+18,0,61,203900,4000000,132,3798,6.93E+18,1,59,11,49700,1242,605800,636,4,1,1,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,59,16,1,6.94E+18,0,19,331500,6100000,49,758,6.89E+18,0,30,14,13300,24,154800,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,102,22,6,2859027,0,710,1600000,54300000,1340,29100,6.92E+18,0,60,10,108800,102,631600,648,5,1,1,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,74,9,5,6.92E+18,0,0,366200,4400000,117,130,6.94E+18,1,10,10,18800,313,115900,82,7,0,1,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,18,3,6,1596822,1,1214,5000000,133400000,3039,2200000,6.94E+18,1,27,28,19400,28,117500,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,65,3,2,6.66E+18,0,1265,180800,7300000,737,13000,6.94E+18,1,43,44,15400,72,445200,159,5,0,1,1,0,0,0,0,1,0,0,0,0,0
6.94E+18,61,3,0,6.88E+18,0,3,4300000,53900000,338,411,6.94E+18,1,6,7,27200,180,808700,289,6,1,1,1,0,0,0,0,0,0,0,1,0,0
6.94E+18,60,11,5,6.63E+18,1,1,36500000,673600000,1274,9039,6.91E+18,1,26,15,122400,520,2100000,779,2,1,0,0,0,0,0,0,0,0,0,1,0,0
6.94E+18,74,0,3,6.65E+18,0,352,4481,162300,14,1091,6.94E+18,1,13,13,159600,24500,2800000,2097,7,1,1,1,1,0,0,1,0,0,0,0,0,0
6.94E+18,60,17,2,6.78E+18,0,54,17700,1500000,396,68400,6.94E+18,1,8,8,14700,60,136000,253,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,13,4,6,6.51E+18,0,9864,1200000,12800000,543,24400,6.93E+18,1,15,12,13400,510,241700,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,0,2,1,6.84E+18,0,201,94200,2200000,118,2366,6.94E+18,1,15,15,1100000,96300,5400000,32400,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,127,22,2,6.81E+18,0,859,1300000,19800000,664,2778,6.95E+18,1,29,29,24100,645,103900,405,7,0,1,1,1,0,0,1,0,1,0,0,0,0
6.95E+18,27,13,3,6.55E+18,1,90,20200000,507400000,840,4570,6.95E+18,1,19,19,50500,50,317600,247,2,0,1,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,116,18,6,6.75E+18,1,166,22300000,326400000,120,197,6.93E+18,1,30,30,554700,600,3400000,3066,4,1,0,0,0,0,0,0,0,0,1,0,0,0
6.94E+18,35,17,2,5.41E+16,1,591,20500000,988900000,1424,19900,6.93E+18,1,12,12,1200000,3862,5300000,15100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,67,2,2,6.85E+18,0,81,666400,9500000,58,3521,6.82E+18,0,60,44,749800,921,5400000,1545,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,86,4,5,6.78E+18,0,77,502800,3200000,144,278,6.94E+18,1,11,11,46600,717,439800,764,4,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,20,20,0,6.94E+18,0,6,46900,728400,8,21,6.94E+18,1,27,27,709100,35900,3700000,12700,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,36,18,6,6.81E+18,1,1375,26500000,1100000000,1030,15000,6.93E+18,1,44,44,7400000,85700,38500000,32100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,34,23,3,6.81E+18,1,234,14900000,803100000,546,1635,6.80E+18,1,19,13,3000000,4829,12400000,4972,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,63,23,3,6.82E+18,0,148,2300000,41500000,199,1697,6.94E+18,1,47,47,876400,26700,3500000,6701,4,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,39,20,5,6.63E+18,1,1,36500000,673600000,1274,9039,6.88E+18,0,30,34,236800,1164,2200000,2480,2,1,0,0,0,0,0,0,0,0,0,1,0,0
6.94E+18,103,16,0,6.76E+18,0,393,41200,1400000,544,18500,6.88E+18,0,60,27,1200000,3229,8700000,4404,6,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,79,1,3,6.73E+18,0,242,5055,53800,43,254,6.95E+18,1,23,23,47300,1843,567700,538,6,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,55,21,2,21401120,0,2565,2700000,56800000,1297,17900,6.94E+18,0,45,25,271300,231,1200000,657,2,1,0,0,0,0,0,0,1,0,1,0,0,0
6.92E+18,114,23,5,6.81E+18,0,487,70200,1200000,105,7614,6.92E+18,1,22,22,41400,5047,383800,565,7,0,0,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,142,20,3,6.84E+18,0,532,374600,3300000,55,1955,6.92E+18,1,40,41,104900,12200,1200000,1208,13,1,1,1,0,1,0,1,0,0,0,0,0,0
6.93E+18,73,3,0,6.86E+18,0,2,96700,236800,30,48,6.93E+18,1,58,58,4363,245,81600,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,73,7,5,6.71E+18,1,202,1600000,25100000,279,2537,6.82E+18,0,57,31,661600,7049,5200000,4695,4,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,56,12,1,6.93E+18,1,59,685,2633,20,119,6.95E+18,1,13,13,1360,32,71900,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,64,23,2,6.93E+18,0,52,23600,218700,76,712,6.82E+18,0,29,9,50200,4689,1100000,207,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,125,20,3,6.64E+18,0,112,176200,2000000,124,629,6.94E+18,1,58,53,426000,35300,2900000,1954,7,1,1,1,0,0,0,0,0,1,0,0,0,0
6.95E+18,139,12,2,6.78E+18,0,57,4886,58400,29,14,6.92E+18,1,18,15,53200,1516,338700,686,8,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,41,4,3,6.70E+18,0,215,16600,106300,29,1328,6.94E+18,1,16,16,89600,6247,839200,877,4,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,143,14,5,6.78E+18,0,43,1200000,13100000,75,7184,6.94E+18,1,16,16,13600,68,473800,100,3,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,132,16,4,6.77E+18,0,288,1200000,24100000,577,2528,2.43E+17,0,30,20,7115,177,129300,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,73,23,5,6.67E+18,0,827,67000,422200,419,30100,6.78E+18,1,9,10,5417,37,82400,935,4,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,46,19,3,6.81E+18,1,1375,26500000,1100000000,1030,15000,6.94E+18,1,56,56,3500000,18900,15300000,12800,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,81,16,2,4178485,0,29,621800,9800000,398,4736,6.93E+18,1,59,59,1100000,23900,4000000,4570,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,112,17,6,6.92E+18,0,4,2400000,38600000,129,203,6.94E+18,1,20,20,455500,913,5700000,6047,6,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,45,21,4,6.77E+18,0,80,2400000,73200000,1026,120200,6.89E+18,1,14,15,39100,394,494500,3654,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,20,3,2,6.78E+18,1,2298,26500000,1600000000,1358,31600,6.94E+18,0,45,15,2700000,12900,12100000,18400,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,55,19,3,6.70E+18,0,5379,1900000,53200000,2254,20500,6.94E+18,1,45,45,1100000,12000,5100000,10700,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,134,2,3,12357845,1,68,1200000,10200000,70,729,6.95E+18,1,57,57,66600,8674,285200,2408,4,0,1,1,1,0,0,0,0,0,0,0,0,0
6.95E+18,80,3,3,6.61E+18,1,3,11800000,362100000,1384,2464,6.95E+18,1,18,18,107000,715,977800,992,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,51,9,2,6.92E+18,0,15,883100,10200000,142,288,6.94E+18,1,8,8,25300,538,324400,346,2,0,0,0,0,0,0,0,0,0,0,1,0,0
6.94E+18,147,20,4,6.79E+18,0,95,109200,499300,58,1920,6.94E+18,1,57,58,171300,15100,1500000,2994,16,1,0,1,1,0,0,0,0,0,0,0,0,0
6.95E+18,148,2,2,6.61E+18,0,76,156000,2500000,142,406,6.88E+18,0,9,28,148400,10100,1400000,1342,5,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,147,15,6,6.78E+18,0,20,245200,7400000,168,2635,6.61E+18,0,30,16,26800,890,180900,1877,8,0,1,0,0,0,0,0,1,0,0,0,0,0
6.94E+18,144,3,3,6.85E+18,0,158,656300,6500000,106,584,6.94E+18,1,59,59,27100,99,515000,311,8,1,1,0,1,1,0,0,1,0,0,0,1,0
6.94E+18,68,12,4,6.90E+18,0,5,5100000,45400000,110,333,5.00E+18,0,30,25,101200,667,767900,1106,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,131,19,6,6.61E+18,0,4663,164000,2100000,2122,34400,6.94E+18,1,58,58,19900,307,72800,1328,18,0,1,0,0,0,1,0,1,0,0,0,0,0
6.94E+18,77,20,2,6.75E+18,1,216,3400000,76900000,1073,6720,6.94E+18,1,17,17,52300,129,433200,504,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,112,15,4,6.78E+18,0,332,3591,611300,253,7987,6.94E+18,1,59,15,500500,4886,1600000,4208,8,1,1,1,1,0,0,0,1,0,0,0,0,0
6.94E+18,71,22,5,6.72E+18,1,424,5900000,130400000,719,19500,6.94E+18,1,58,58,97000,77,376300,319,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,116,15,1,6.80E+18,0,657,90600,1100000,350,2306,6.95E+18,1,25,26,31600,3109,304000,691,6,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,48,16,6,6.65E+18,0,3640,19800,581100,717,21700,6.94E+18,1,12,12,63200,2167,596200,557,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,123,22,3,6.77E+18,0,10000,56700,1300000,128,1449,6.94E+18,1,31,31,330700,57300,3600000,3535,8,1,1,1,1,1,0,1,0,1,0,0,0,0
6.94E+18,124,16,2,6.72E+18,0,2691,42700,1500000,1016,16900,6.94E+18,1,14,14,273400,34900,2400000,6826,13,1,1,0,1,0,0,1,1,0,0,0,0,0
6.94E+18,102,15,6,6.92E+18,0,124,143800,1400000,159,362,6.75E+18,0,60,8,2258,44,208800,26,11,0,0,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,98,17,1,6.80E+18,1,775,4700000,176100000,1011,2109,6.94E+18,1,23,23,37400,829,283500,153,8,0,1,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,56,17,0,6.75E+18,0,236,1876,62300,175,11400,6.81E+18,1,5,5,16000,764,161100,218,4,0,1,1,1,1,0,0,0,0,0,0,0,0
6.94E+18,100,5,6,6.73E+18,0,559,2362,216600,36,25700,6.94E+18,1,6,6,199100,12700,1200000,778,5,1,0,1,0,0,0,0,0,0,0,0,0,0
6.94E+18,14,16,5,6.82E+18,0,128,5100000,303800000,286,13000,6.94E+18,1,47,47,1500000,1696,6900000,1857,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,68,16,2,6.79E+18,0,414,2200000,22900000,256,1317,6.93E+18,1,17,15,21600,1688,297100,325,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6.95E+18,83,0,3,6.75E+18,0,455,208700,21800000,697,101500,6.95E+18,1,35,35,514400,7238,2100000,1093,6,1,1,1,0,0,0,1,0,0,0,0,0,0
6.94E+18,94,14,1,6.59E+18,0,760,2700000,45500000,357,3129,6.94E+18,1,41,41,104900,586,624600,871,5,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,76,0,4,6.75E+18,0,119,1800000,8600000,34,4005,6.94E+18,1,31,31,683300,1170,6200000,3362,2,1,1,0,1,0,0,0,0,0,0,0,0,0
6.94E+18,35,23,3,6.74E+18,0,17,4375,366000,18,43,6.89E+18,1,59,25,365700,5442,3700000,5838,5,1,1,0,0,0,0,1,0,0,0,0,0,0
6.93E+18,96,19,6,6.78E+18,0,9181,278200,3300000,253,12200,6.91E+18,0,60,56,8150,592,120000,114,3,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,44,13,4,6.83E+18,0,27,3100000,37400000,326,749,6.94E+18,1,14,14,44000,91,484500,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,84,3,0,6.69E+18,1,3,3500000,61000000,294,282,6.82E+18,0,60,34,153100,27500,1300000,1147,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,56,13,3,75640309710,1,90,2000000,39000000,1005,2524,6.94E+18,1,15,16,764900,4118,5500000,17300,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,65,4,3,6.67E+18,1,754,2000000,54100000,2972,98300,6.94E+18,1,15,15,10100,7,111800,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,0,18,0,6.94E+18,0,6,9404,674500,17,23,6.71E+18,1,10,8,615900,18200,2200000,11800,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,148,12,4,6.84E+18,0,15,145400,2200000,105,556,6.74E+18,0,30,14,162200,8835,1500000,2921,9,1,1,0,1,1,0,0,0,0,0,0,0,0
6.94E+18,85,21,0,6.75E+18,1,235,5300000,95200000,1210,22400,6.94E+18,1,13,13,25800,154,513600,207,6,1,0,0,0,0,0,0,0,0,1,0,0,0
6.94E+18,140,15,5,6.88E+18,0,3,1400000,27700000,870,3,6.94E+18,1,59,59,13300,143,98700,179,4,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,21,20,1,6209763,1,110,2300000,32900000,283,3875,6.94E+18,1,59,59,324200,26100,1100000,5003,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,95,7,5,6.78E+18,0,230,1100000,35200000,1118,5311,6.93E+18,1,40,40,23700,306,327800,158,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,29,5,2,6.85E+18,0,1215,231500,4100000,224,4693,6.89E+18,1,11,12,53000,9660,436400,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,100,2,0,6.90E+18,0,250,1935,473400,40,3469,2.50E+17,0,30,13,471900,40300,2000000,21000,8,1,1,1,0,0,0,0,0,0,0,0,0,0
6.92E+18,49,5,5,6.79E+18,0,545,38400,97500,188,576,6.81E+18,0,60,59,28500,9213,341400,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,7,6,5,6.54E+18,0,16,263200,3700000,165,1077,6.92E+18,0,35,15,42000,368,415600,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,73,2,4,1.55E+17,0,393,3503,21100,47,6516,6.71E+18,1,30,30,19500,44,108300,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,138,15,6,6.93E+18,0,71,61200,850600,41,253,6.94E+18,1,41,41,340800,68400,1700000,3830,12,1,1,1,1,0,0,0,0,0,0,0,0,0
6.95E+18,0,21,1,6.51E+18,0,9864,1200000,12800000,543,24400,6.60E+18,0,9,7,14700,522,563900,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,145,23,3,6.75E+18,0,32,71600,341300,122,104,6.78E+18,0,68,25,172000,16000,1400000,3770,8,1,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,136,16,2,6.70E+18,0,0,186000,2200000,278,363,6.83E+18,0,30,11,5939,49,86800,54,12,0,1,0,1,0,0,0,0,0,0,0,0,0
6.94E+18,92,11,2,6.77E+18,1,13,329100,4000000,247,110,2.22E+17,0,30,12,57100,885,852200,148,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6.93E+18,118,1,2,6.74E+18,0,70,562800,5800000,217,1013,6.90E+18,0,60,12,94800,3272,586900,8887,5,1,0,0,0,0,0,0,0,0,0,0,1,0
6.95E+18,0,23,1,6.66E+18,1,31,11800000,344100000,220,2982,6.94E+18,1,15,10,1000000,1337,6700000,9417,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,41,23,5,6.79E+18,0,34,123700,1400000,29,69,6.94E+18,1,18,18,183900,14000,6100000,4748,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,74,19,6,1.81E+17,0,59,1600000,30200000,727,30300,6.94E+18,1,15,15,40500,617,323500,1667,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.94E+18,53,2,0,6.94E+18,0,6,10600,223900,6,253,6.94E+18,1,31,28,222900,14800,1900000,1993,4,1,1,1,0,1,0,0,0,0,0,0,0,0
