id,text,hour,dayofweek,authorMeta.id,authorMeta.verified,authorMeta.following,authorMeta.fans,authorMeta.heart,authorMeta.video,authorMeta.digg,musicMeta.musicId,musicMeta.musicOriginal,musicMeta.duration,videoMeta.duration,diggCount,shareCount,playCount,commentCount,numHashtags,fyp,foryou,foryoupage,viral,fypシ,xyzbca
6.9099e+18,42.0,19,3,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.90963e+18,1,15.0,7.0,14700.0,70.0,81000.0,105.0,1,0,0,0,0,0,0
6.9029e+18,14.0,22,5,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.9029e+18,1,38.0,38.0,55600.0,31.0,176900.0,200.0,0,0,0,0,0,0,0
6.90254e+18,36.0,23,4,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.90254e+18,1,46.0,46.0,71400.0,186.0,230100.0,345.0,1,0,0,0,0,0,0
6.90149e+18,19.0,2,2,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.88623e+18,1,53.0,8.0,22000.0,86.0,94200.0,155.0,0,0,0,0,0,0,0
6.90099e+18,70.0,18,0,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.83304e+18,1,36.0,15.0,9362.0,21.0,48100.0,145.0,0,0,0,0,0,0,0
6.90067e+18,29.0,22,6,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.90067e+18,1,10.0,10.0,108500.0,1903.0,484600.0,1752.0,0,0,0,0,0,0,0
6.90064e+18,4.0,20,6,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.89143e+18,1,17.0,4.0,16800.0,35.0,90500.0,142.0,0,0,0,0,0,0,0
6.89552e+18,34.0,0,0,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.89552e+18,1,58.0,58.0,41100.0,326.0,162500.0,103.0,0,0,0,0,0,0,0
6.89334e+18,28.0,4,1,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.89201e+18,1,10.0,10.0,83100.0,84.0,315200.0,354.0,0,0,0,0,0,0,0
6.89213e+18,30.0,22,4,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.89213e+18,1,7.0,7.0,59200.0,212.0,199300.0,114.0,0,0,0,0,0,0,0
6.89174e+18,8.0,20,3,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,5e+18,0,30.0,19.0,37100.0,158.0,142800.0,235.0,0,0,0,0,0,0,0
6.88471e+18,11.0,21,5,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.88471e+18,1,15.0,15.0,3057.0,1.0,21400.0,70.0,0,0,0,0,0,0,0
6.88317e+18,32.0,18,1,6.66945e+18,0,233.0,588800.0,22400000.0,219.0,4607.0,6.63244e+18,1,15.0,15.0,45200.0,26.0,177900.0,184.0,0,0,0,0,0,0,0
6.9465e+18,44.0,10,4,6.66604e+18,0,174.0,1700000.0,54300000.0,759.0,10600.0,6.92451e+18,1,29.0,15.0,12400.0,39.0,84000.0,152.0,3,0,0,0,0,0,0
6.9465e+18,41.0,10,4,6.66604e+18,0,174.0,1700000.0,54300000.0,759.0,10600.0,6.9465e+18,1,18.0,18.0,3049.0,17.0,21000.0,90.0,1,0,0,0,0,0,0
6.94604e+18,30.0,4,3,6.66604e+18,0,174.0,1700000.0,54300000.0,759.0,10600.0,6.83223e+18,1,14.0,15.0,49000.0,342.0,337200.0,1364.0,3,0,0,0,0,0,0
6.94604e+18,27.0,4,3,6.66604e+18,0,174.0,1700000.0,54300000.0,759.0,10600.0,6.94545e+18,1,19.0,19.0,9682.0,27.0,84700.0,40.0,1,0,0,0,0,0,0
6.94602e+18,54.0,3,3,6.66604e+18,0,174.0,1700000.0,54300000.0,759.0,10600.0,6.87303e+18,0,60.0,51.0,1463.0,1.0,26900.0,14.0,3,0,0,0,0,0,0
6.94585e+18,103.0,15,2,6.66604e+18,0,174.0,1700000.0,54300000.0,759.0,10600.0,6.91772e+18,0,45.0,45.0,2466.0,6.0,34500.0,13.0,6,0,0,0,0,0,0
